Event ID,Event Name,Event Tags,Society ID,Society Name,Event Date
40,Varsity 2023: Squash,"Varsity, Sports & Active, Free",396,Student Activities,03/05/2023 11:00
41,Varsity 2023: Badminton,"Varsity, Sports & Active, Free",396,Student Activities,03/05/2023 10:45
42,Varsity 2023: Golf,"Varsity, Sports & Active, Free",396,Student Activities,02/05/2023 08:00
43,Varsity 2023: Volleyball,"Varsity, Sports & Active, Free",396,Student Activities,03/05/2023 14:15
44,Varsity 2023: Ultimate Frisbee,"Varsity, Sports & Active, Free",396,Student Activities,03/05/2023 14:00
45,Varsity 2023: Leeds Beckett University vs Leeds University - Cricket,"Varsity, Sports & Active",396,Student Activities,02/06/2023 12:00
46,Varsity 2023: Leeds Beckett University vs Leeds University - Ice Hockey,"Varsity, Sports & Active",396,Student Activities,29/04/2023 19:30
47,Varsity 2023:  Netball (Women's 1s),"Varsity, Sports & Active",396,Student Activities,01/05/2023 19:00
48,RocSoc Summer Ball!,"Academic, Food & Drink",108,Earth Sciences (RocSoc),12/05/2023 19:00
49,Art Society Ball 2023,"Arts & Creative, Food & Drink",22,Art,10/05/2023 19:00
50,Bachata Class: Salsa Society 5/5/23 - Beginner Friendly!,"£5 or less, Alcohol-Free, Sports & Active, Arts & Creative",307,Salsa,05/05/2023 20:00
51,Bachata Class: Salsa Society 12/5/23 - Beginner Friendly!,"£5 or less, Sports & Active, Arts & Creative",307,Salsa,12/05/2023 20:00
52,Bachata Class: Salsa Society 19/5/23 - Beginner Friendly!,"£5 or less, Sports & Active, Arts & Creative",307,Salsa,19/05/2023 20:00
53,RocSoc Summer Ball,"Food & Drink, Academic",108,Earth Sciences (RocSoc),12/05/2023 19:00
55,BUCS Polo Weekend,,65,Canoe Club,21/04/2023 18:00
56,Toby Carvery,,313,Scout & Guide,09/05/2023 18:30
57,Varsity Ice Hockey 2023,"£5 or less, Sports & Active, Family-Friendly, Varsity",168,Ice Hockey,29/04/2023 19:00
58,Open Mic Night with us X Leeds Art Open Mic Soc and LGBT+ Soc,"Free, Alcohol-Free, Arts & Creative, Live Music & Performance",47,Big Open Party,27/04/2023 17:00
59,Varsity 2023: Men's Basketball,"Varsity, Sports & Active",396,Student Activities,03/05/2023 11:00
60,Varsity Battle of the Bands,"Varsity, Free, Club Nights & Gigs",396,Student Activities,02/05/2023 20:00
61,End of Year Ball,,440,Arab Society,06/05/2023 18:30
62,Lip Scrub Making Workshop,"Health, Wellbeing & Support, £5 or less, Alcohol-Free",489,Wellbeing,26/04/2023 12:00
63,Ba Duan Jin Exercise Refresher & Practice,"Health, Wellbeing & Support, Free, Alcohol-Free",489,Wellbeing,20/04/2023 16:30
64,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,27/04/2023 16:30
65,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,04/05/2023 16:30
66,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,11/05/2023 16:30
67,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,18/05/2023 16:30
68,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,25/05/2023 16:30
69,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,01/06/2023 16:30
70,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,08/06/2023 16:30
71,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,15/06/2023 16:30
72,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,22/06/2023 16:30
73,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,29/06/2023 16:30
74,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,06/07/2023 16:30
75,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,13/07/2023 16:30
76,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,20/07/2023 16:30
77,Ba Duan Jin Exercise Refresher & Practice,,489,Wellbeing,27/07/2023 16:30
79,Mawagandui Exercise 8 Teaching,"Health, Wellbeing & Support, Free, Alcohol-Free",489,Wellbeing,25/02/2023 16:30
80,Mawagandui Exercise 8 Teaching,,489,Wellbeing,04/03/2023 16:30
81,Mawagandui Exercise 8 Teaching,,489,Wellbeing,11/03/2023 16:30
82,Mawagandui Exercise 8 Teaching,,489,Wellbeing,18/03/2023 16:30
83,Mawagandui Exercise 8 Teaching,,489,Wellbeing,25/03/2023 16:30
84,Mawagandui Exercise 8 Teaching,,489,Wellbeing,01/04/2023 16:30
85,Mawagandui Exercise 8 Teaching,,489,Wellbeing,08/04/2023 16:30
86,Mawagandui Exercise 8 Teaching,,489,Wellbeing,15/04/2023 16:30
87,Mawagandui Exercise 8 Teaching,,489,Wellbeing,22/04/2023 16:30
88,Mawagandui Exercise 8 Teaching,,489,Wellbeing,29/04/2023 16:30
89,Mawagandui Exercise 8 Teaching,,489,Wellbeing,23/05/2023 16:30
90,Mawagandui Exercise 8 Teaching,,489,Wellbeing,16/05/2023 16:30
91,Mawagandui Exercise 8 Teaching,,489,Wellbeing,30/05/2023 16:30
92,Mawagandui Exercise 8 Teaching,,489,Wellbeing,30/05/2023 16:30
93,Mawagandui Exercise 8 Teaching,,489,Wellbeing,06/06/2023 16:30
94,SUMMER BALL 2023,Other,49,BioSoc,08/06/2023 19:30
96,Head Injuries CPD,"Free, Campaigns & Volunteering",84,Community First Responders,27/04/2023 18:00
97,The Annual Engineering Ball,"Other, Food & Drink",230,Mechanical Engineering (Mech Eng Soc),08/05/2023 19:00
98,LUBS Spring Fling Ball 2023,Food & Drink,63,Business School Society (LUBS),18/05/2023 19:30
99,BCSoc AGM 2022/23,"Free, Family-Friendly",58,British Chinese,07/05/2023 18:00
100,Healthcare Ball,Club Nights & Gigs,239,Midwifery,15/06/2023 18:00
102,Varsity 2023: Gymnastics,"Varsity, Free, Sports & Active",396,Student Activities,26/04/2023 14:00
103,Student Conversations on Welcome and Belonging Workshop,Free,449,Leeds & You Programme,20/04/2023 13:00
104,Mindful Colouring Workshop,"Health, Wellbeing & Support, Alcohol-Free, Free",489,Wellbeing,27/04/2023 11:30
105,Sexual health screening with Mesmac and LGBTQ+ Society,"Health, Wellbeing & Support",489,Wellbeing,25/05/2023 11:00
106,Pet Therapy - LUU pop-up @ Worsley,"Health, Wellbeing & Support",489,Wellbeing,27/04/2023 12:00
107,Noodle Night,"Free, Health, Wellbeing & Support, Alcohol-Free, Food & Drink, Family-Friendly, Academic, Other",531,Human Resource Management (HRM) Society,27/04/2023 18:00
108,Sci Fi and Fantasy Board Game Day,"Free, Alcohol-Free",310,Sci Fi and Fantasy,22/04/2023 14:00
109,Sci Fi and Fantasy Board Game Day,,310,Sci Fi and Fantasy,29/04/2023 14:00
110,Sci Fi and Fantasy Board Game Day,,310,Sci Fi and Fantasy,06/05/2023 14:00
111,Sci Fi and Fantasy Board Game Day,,310,Sci Fi and Fantasy,13/05/2023 14:00
112,Sci Fi and Fantasy Board Game Day,,310,Sci Fi and Fantasy,20/05/2023 14:00
113,Sci Fi and Fantasy Board Game Day,,310,Sci Fi and Fantasy,27/05/2023 14:00
114,Sci Fi and Fantasy Board Game Day,,310,Sci Fi and Fantasy,03/06/2023 14:00
115,Her Campus AGM - Committee Nominations,,152,Her Campus,08/05/2023 00:00
116,Pot Noodle Night,Free,63,Business School Society (LUBS),27/04/2023 18:00
117,JPSoc x EARs End of the Year Ball,Food & Drink,180,Japanese,09/06/2023 19:30
118,Ninja Warrior!,"Sports & Active, Trips & Days Out",313,Scout & Guide,15/05/2023 19:00
119,"(Please don't buy grad ball tickets off this, this is last years event!)",Other,246,MSRC,05/06/2023 00:00
120,Tour de Yorkshire Round 7 - Karting North East,"Sports & Active, Trips & Days Out",244,Motorsport Society,10/05/2023 10:20
121,Horton-In-Ribblesdale Sunday hike,Trips & Days Out,154,Hiking,07/05/2023 08:15
122,Hebden Bridge Sunday hike,Trips & Days Out,154,Hiking,21/05/2023 08:15
123,Skipton Sunday hike,Trips & Days Out,154,Hiking,04/06/2023 08:15
124,Respiratory Revision Session,"Academic, Postgraduate, £5 or less, Alcohol-Free",530,PA Soc (Physician Associate Society),03/05/2023 17:30
125,Swing Dancing Class May 4th,"Alcohol-Free, Sports & Active",350,Swing Dance,04/05/2023 19:00
126,Swing Dancing Class May 11th,"Alcohol-Free, Sports & Active",350,Swing Dance,11/05/2023 19:00
127,YOGA RETREAT,,392,Yoga Society,19/06/2023 12:00
128,EARS X JPSOC End of Year Ball,"Food & Drink, Club Nights & Gigs",110,East Asian Research (EARS),09/06/2023 19:30
130,Colours Awards Ceremony and Afterparty,,244,Motorsport Society,10/05/2023 18:00
131,Clay Shooting,Sports & Active,295,Rifle,07/05/2023 10:00
132,Knaresborough - 6/5/2023,Trips & Days Out,397,Trips Programme,06/05/2023 09:45
133,Scarborough - 15/05/2023,Trips & Days Out,397,Trips Programme,13/05/2023 08:45
134,Whitby - 20/05/2023,Trips & Days Out,397,Trips Programme,20/05/2023 08:45
135,BUKC 2023 24HR,"Other, Sports & Active, Family-Friendly, Trips & Days Out",244,Motorsport Society,17/06/2023 07:00
136,Leeds RAG Take Me Out,Live Music & Performance,205,Leeds RAG,12/05/2023 19:00
137,Crossbody Salsa Class,"£5 or less, Alcohol-Free, Arts & Creative",307,Salsa,02/05/2023 19:25
138,Crossbody Salsa Class,,307,Salsa,09/05/2023 19:25
139,Crossbody Salsa Class,"Arts & Creative, Sports & Active",307,Salsa,16/05/2023 20:00
140,Crossbody Salsa Class,,307,Salsa,23/05/2023 19:25
141,Crossbody Salsa Class,,307,Salsa,30/05/2023 19:25
142,Crossbody Salsa Class,,307,Salsa,06/06/2023 19:25
143,Crossbody Salsa Class,,307,Salsa,09/05/2023 19:25
144,Crossbody Salsa Class,,307,Salsa,16/05/2023 19:25
145,Crossbody Salsa Class,,307,Salsa,23/05/2023 19:25
146,Crossbody Salsa Class,,307,Salsa,30/05/2023 19:25
147,Crossbody Salsa Class,,307,Salsa,06/06/2023 19:25
149,Concert Band and Symphonic Choir Concert,"Free, £5 or less, Health, Wellbeing & Support, Alcohol-Free, Club Nights & Gigs, Arts & Creative, Live Music & Performance",219,LUUMS (Music),13/05/2023 17:00
150,String Orchestra and Symphonic Wind Orchestra Concert,"Free, £5 or less, Health, Wellbeing & Support, Alcohol-Free, Family-Friendly, Club Nights & Gigs, Live Music & Performance",219,LUUMS (Music),14/05/2023 15:00
151,Chorus and Brass Band Concert,"Free, £5 or less, Health, Wellbeing & Support, Alcohol-Free, Club Nights & Gigs, Arts & Creative, Live Music & Performance",219,LUUMS (Music),20/05/2023 17:00
152,Chamber Choir and Sinfonia Concert,"Free, £5 or less, Health, Wellbeing & Support, Alcohol-Free, Family-Friendly, Club Nights & Gigs, Arts & Creative, Live Music & Performance",219,LUUMS (Music),21/05/2023 15:00
153,Composers' Collective Concert,"Free, £5 or less, Health, Wellbeing & Support, Family-Friendly, Club Nights & Gigs, Arts & Creative, Live Music & Performance",219,LUUMS (Music),26/05/2023 19:30
154,Symphony Orchestra Concert,"Free, £5 or less, Health, Wellbeing & Support, Alcohol-Free, Family-Friendly, Club Nights & Gigs, Arts & Creative, Live Music & Performance",219,LUUMS (Music),27/05/2023 17:00
155,Formal Deposit,,97,Cycling,09/06/2023 20:00
156,Cuban Salsa Class,"£5 or less, Sports & Active, Arts & Creative",307,Salsa,04/05/2023 20:00
157,Cuban Salsa Class,,307,Salsa,05/05/2023 20:00
158,Cuban Salsa Class,,307,Salsa,11/05/2023 20:00
159,Cuban Salsa Class,,307,Salsa,07/05/2023 20:00
160,Cuban Salsa Class,,307,Salsa,08/05/2023 20:00
161,Big Bands of Luu Ball,"Live Music & Performance, Club Nights & Gigs, Food & Drink",181,Jazz & Blues,14/05/2023 20:00
162,☁️'Head in the Clouds' ☁️Monsta Party,,180,Japanese,06/05/2023 23:00
163,We are back! Classes 1st-5th of May,Sports & Active,376,Vertical Fitness,28/04/2023 13:00
164,The Riley Awards 2023,"Free, Celebrate Week 2023",396,Student Activities,05/05/2023 19:00
166,Drinks at the Fenton,"Free, Food & Drink",293,Real Ale,04/05/2023 19:30
167,Riverside Pub Crawl,"Free, Food & Drink",293,Real Ale,11/05/2023 19:00
168,Geek Night - Out of This World,"£5 or less, Club Nights & Gigs",259,Nintendo and Pokemon,04/05/2023 21:00
169,Bridge the gap Commercial workshop,Academic,197,Law,09/05/2023 15:00
170,Stress-Busting Kung Fu,"Free, Health, Wellbeing & Support, Sports & Active, Arts & Creative, Postgraduate",215,Lishi Daoist Tai Chi,02/05/2023 18:00
172,HoL Game Night!,"Free, Alcohol-Free, Family-Friendly, £5 or less",153,High on Life,04/05/2023 19:00
173,Colours Award,Food & Drink,355,Tennis (m & w),10/05/2023 18:00
175,Wellbeing Tai Chi,"Free, Health, Wellbeing & Support, Sports & Active, Global Community",215,Lishi Daoist Tai Chi,05/05/2023 15:00
176,Wellbeing Tai Chi,"Free, Health, Wellbeing & Support, Sports & Active",215,Lishi Daoist Tai Chi,12/05/2023 15:00
177,Wellbeing Tai Chi,"Free, Health, Wellbeing & Support, Sports & Active",215,Lishi Daoist Tai Chi,19/05/2023 15:00
178,Wellbeing Tai Chi,"Free, Health, Wellbeing & Support, Sports & Active",215,Lishi Daoist Tai Chi,26/05/2023 15:00
179,Wellbeing Tai Chi,"Free, Health, Wellbeing & Support, Sports & Active",215,Lishi Daoist Tai Chi,02/06/2023 15:00
180,Wellbeing Tai Chi,"Free, Health, Wellbeing & Support, Sports & Active",215,Lishi Daoist Tai Chi,09/06/2023 15:00
181,Cake and Coffee Afternoon,Food & Drink,32,Baking Society,08/05/2023 13:00
182,Pond ID Day with Foraging Walk,"Free, Sports & Active, Climate-Friendly, Alcohol-Free, Family-Friendly",87,Conservation Volunteers,07/05/2023 10:00
183,Final Fridge to Fridge!,"Food & Drink, Academic",108,Earth Sciences (RocSoc),05/05/2023 20:00
184,Lochs training weekend,"Sports & Active, Trips & Days Out",345,Sub Aqua (Scuba Diving),16/06/2023 17:30
188,Intro to stress and self care with Generation Evolve,"Health, Wellbeing & Support, Free, Alcohol-Free, Arts & Creative",336,SSAFE (Suicide Support and Awareness for Everyone),09/05/2023 17:00
189,OT Summer Ball!,Other,263,Open Theatre,03/06/2023 19:00
190,GeogSoc AGM 2022/23,Other,137,Geography,05/05/2023 12:00
191,LOGsoc Mock OSCE,Academic,447,"Leeds Obstetrics & Gynaecology Society (LOGsoc), (Medics and Dentists)",20/05/2023 10:30
192,We are back! Classes 8th-12th of May,,376,Vertical Fitness,05/05/2023 13:00
193,End of Season Dinner,"Food & Drink, Live Music & Performance, Postgraduate",366,Touch Rugby (Mixed),13/06/2023 19:00
194,Cardiology Revision Session,"£5 or less, Alcohol-Free, Academic, Postgraduate",530,PA Soc (Physician Associate Society),10/05/2023 17:30
195,WEMBLEY - Halifax Town v Gateshead FC - FA Trophy Final!,"Sports & Active, Trips & Days Out",507,The Football Fans Society,21/05/2023 07:00
196,North Star Rwanda Project Event,"Free, Health, Wellbeing & Support",81,Coffee,12/05/2023 17:00
197,AERIAL YOGA,Sports & Active,392,Yoga Society,13/05/2023 13:45
198,Gastrointestinal Revision Session,"Free, Alcohol-Free, Academic, Postgraduate",530,PA Soc (Physician Associate Society),17/05/2023 17:30
199,Neurology Revision Session,"Free, Alcohol-Free, Academic, Postgraduate",530,PA Soc (Physician Associate Society),31/05/2023 13:30
202,Summer Social (Alcoholic Drinks Package),"Food & Drink, Arts & Creative",275,Performance and Cultural Industries (PCI),30/05/2023 19:30
203,Summer Social (Non Alcoholic Drink Package),"Alcohol-Free, Food & Drink, Arts & Creative",275,Performance and Cultural Industries (PCI),30/05/2023 19:30
204,Movie Night,"£5 or less, Alcohol-Free",153,High on Life,11/05/2023 19:00
205,Global Café,"Free, Global Community, Family-Friendly, Food & Drink, Alcohol-Free",449,Leeds & You Programme,15/05/2023 17:30
206,Global Café,"Free, Alcohol-Free, Food & Drink, Family-Friendly, Global Community",449,Leeds & You Programme,22/05/2023 17:30
207,Global Café,"Free, Alcohol-Free, Food & Drink, Family-Friendly, Global Community",449,Leeds & You Programme,05/06/2023 17:30
208,Global Café,"Free, Alcohol-Free, Food & Drink, Family-Friendly, Global Community",449,Leeds & You Programme,12/06/2023 17:30
209,Global Café,"Free, Alcohol-Free, Food & Drink, Family-Friendly, Global Community",449,Leeds & You Programme,26/06/2023 17:30
210,Global Café,"Free, Alcohol-Free, Food & Drink, Family-Friendly, Global Community",449,Leeds & You Programme,03/07/2023 17:30
211,Global Café,"Free, Alcohol-Free, Food & Drink, Family-Friendly, Global Community",449,Leeds & You Programme,10/07/2023 17:30
212,Global Café,"Free, Alcohol-Free, Food & Drink, Global Community, Family-Friendly",449,Leeds & You Programme,17/07/2023 17:30
213,Global Café,"Free, Alcohol-Free, Food & Drink, Family-Friendly, Global Community",449,Leeds & You Programme,24/07/2023 17:30
214,Global Café,"Free, Alcohol-Free, Food & Drink, Family-Friendly, Global Community",449,Leeds & You Programme,31/07/2023 17:30
215,2023 Archery Ball - Enchanted Carnival,Food & Drink,20,Archery,07/06/2023 18:30
216,BCSoc Fazenda Dinner,"Food & Drink, Family-Friendly",58,British Chinese,14/05/2023 18:00
217,Community Conversations with Leeds Mind,"Free, Health, Wellbeing & Support",336,SSAFE (Suicide Support and Awareness for Everyone),16/05/2023 17:00
218,Martial Arts Ball 2023,"Food & Drink, Sports & Active",185,Karate,21/05/2023 19:00
220,Mawagandui Exercise 8 Teaching,"Health, Wellbeing & Support",489,Wellbeing,13/06/2023 16:30
221,Mawagandui Exercise 8 Teaching,,489,Wellbeing,20/06/2023 16:30
222,Mawagandui Exercise 8 Teaching,,489,Wellbeing,27/06/2023 16:30
223,Mawagandui Exercise 8 Teaching,,489,Wellbeing,04/07/2023 16:30
224,Mawagandui Exercise 8 Teaching,,489,Wellbeing,11/07/2023 16:30
225,Mawagandui Exercise 8 Teaching,,489,Wellbeing,18/07/2023 16:30
226,Mawagandui Exercise 8 Teaching,,489,Wellbeing,25/07/2023 16:30
227,Mawagandui Exercise 8 Teaching,,489,Wellbeing,01/08/2023 16:30
228,Final week of lessons! 15th-19th of May,Sports & Active,376,Vertical Fitness,12/05/2023 13:00
230,Real Ale Society AGM,"Free, Food & Drink",293,Real Ale,16/05/2023 19:30
231,Training session - 15th May,"£5 or less, Sports & Active",462,Leeds Medics and Dentists Basketball Club,15/05/2023 20:30
232,AGM Karting Event & YEC Round 3,"Sports & Active, Trips & Days Out",244,Motorsport Society,15/06/2023 11:30
233,Drink and Draw! at Terrace:),"Free, Arts & Creative",506,Student Action for Community Arts,17/05/2023 19:30
234,End of year BBQ,,245,Mountaineering (Climbing),03/06/2023 15:00
235,Mindful Art,"Health, Wellbeing & Support",489,Wellbeing,22/05/2023 14:00
236,Pompom Making,"Health, Wellbeing & Support",489,Wellbeing,24/05/2023 11:30
237,Neuroscience Society Pub Quiz!,"Free, Academic",255,Neuroscience Society,19/05/2023 20:00
250,HOMED Charity Concert,"£5 or less, Club Nights & Gigs, Arts & Creative, Live Music & Performance, Campaigns & Volunteering",161,Homed,03/06/2023 18:30
252,LUUSAG go Hiking!,"Sports & Active, Trips & Days Out",313,Scout & Guide,10/06/2023 09:00
253,"Bone Machine Brew Day, Tour and Tasting","Free, Food & Drink, Trips & Days Out",293,Real Ale,25/05/2023 07:30
254,Canned Heat Tasting,Food & Drink,293,Real Ale,09/06/2023 19:00
255,Quiet room,"Health, Wellbeing & Support",489,Wellbeing,22/05/2023 09:00
256,Manchester Pub Crawl,,293,Real Ale,17/06/2023 12:35
257,Exam classes! 29th May - 2nd June,,376,Vertical Fitness,27/05/2023 19:00
258,Filmsoc End of Year Social @ Headrow House,"£5 or less, Cinema and Theatre",126,Film,26/05/2023 19:30
259,LUUCaS AGM,,70,Caving,30/05/2023 19:00
260,Movie Night!,"£5 or less, Alcohol-Free, Food & Drink, Family-Friendly, Cinema & Theatre, Cinema and Theatre",531,Human Resource Management (HRM) Society,12/06/2023 18:00
262,Sunflower Planting Workshop,"Health, Wellbeing & Support",489,Wellbeing,26/05/2023 11:00
268,LUU Musical Theatre Presents: 'The Last Five Years',"Cinema & Theatre, Live Music & Performance, £5 or less",249,Musical Theatre Society,25/05/2023 19:30
271,Chapter Finale: Monstaland Summer BREAK,,180,Japanese,08/06/2023 23:00
274,Hungarian Society Closing party,Other,167,Hungarian,27/05/2023 18:00
275,Raki and Balik Picnic !🎣,"Cultural Calendar, Food & Drink",444,Turkic Society,10/06/2023 12:00
282,Exam classes! 22th-26th of May,,376,Vertical Fitness,20/05/2023 19:00
287,Commuter's End of Year Meal,"£5 or less, Food & Drink, Alcohol-Free",85,Commuters,08/06/2023 16:30
288,Sci Fi and Fantasy Board Game Day,,310,Sci Fi and Fantasy,17/06/2023 14:00
289,KDS Festival: KPOP Dance Showcase,"£5 or less, Live Music & Performance, Alcohol-Free, Arts & Creative",190,KPOP Dance,15/06/2023 19:00
290,Test event,Free,22,Art,01/06/2023 15:45
297,Queer Prom 2023!,"Food & Drink, Club Nights & Gigs, Other",210,LGBT,22/06/2023 19:00
298,Global Café,"Global Community, Free, Alcohol-Free, Food & Drink, Family-Friendly",449,Leeds & You Programme,07/08/2023 17:30
299,Global Café,"Global Community, Free, Alcohol-Free, Food & Drink, Family-Friendly",449,Leeds & You Programme,14/08/2023 17:30
300,Global Café,"Global Community, Free, Alcohol-Free, Food & Drink, Family-Friendly",449,Leeds & You Programme,21/08/2023 17:30
301,Global Café,"Global Community, Free, Alcohol-Free, Food & Drink, Family-Friendly",449,Leeds & You Programme,04/09/2023 17:30
302,MindMatters Touchstones Mental Health Drop-In,"Free, Alcohol-Free, £5 or less, Health, Wellbeing & Support, Family-Friendly",241,Mind Matters,08/06/2023 10:00
308,Anisoc End of Year Meal,"Food & Drink, Family-Friendly",17,Anime & Manga,11/06/2023 15:00
310,Meditation,"Health, Wellbeing & Support, Alcohol-Free, Free",489,Wellbeing,15/06/2023 12:00
311,Meditation,,489,Wellbeing,22/06/2023 12:00
312,Meditation,,489,Wellbeing,29/06/2023 12:00
313,Meditation,,489,Wellbeing,06/07/2023 12:00
314,Meditation,,489,Wellbeing,13/07/2023 12:00
315,Meditation,,489,Wellbeing,20/07/2023 12:00
316,Meditation,,489,Wellbeing,27/07/2023 12:00
317,Meditation,,489,Wellbeing,03/08/2023 12:00
318,Meditation,,489,Wellbeing,10/08/2023 12:00
319,Meditation,,489,Wellbeing,17/08/2023 12:00
320,Meditation,,489,Wellbeing,24/08/2023 12:00
321,Meditation,,489,Wellbeing,31/08/2023 12:00
322,Meditation,,489,Wellbeing,07/09/2023 12:00
323,Meditation,,489,Wellbeing,14/09/2023 12:00
324,Meditation,,489,Wellbeing,21/09/2023 12:00
325,Meditation,,489,Wellbeing,28/09/2023 12:00
326,Meditation,,489,Wellbeing,05/10/2023 12:00
327,Meditation,,489,Wellbeing,12/10/2023 12:00
328,Meditation,,489,Wellbeing,19/10/2023 12:00
329,Meditation,,489,Wellbeing,26/10/2023 12:00
330,Meditation,,489,Wellbeing,02/11/2023 12:00
331,Meditation,,489,Wellbeing,09/11/2023 12:00
332,Meditation,,489,Wellbeing,16/11/2023 12:00
333,Meditation,,489,Wellbeing,23/11/2023 12:00
334,Meditation,,489,Wellbeing,30/11/2023 12:00
335,Meditation,,489,Wellbeing,07/12/2023 12:00
336,Meditation,,489,Wellbeing,14/12/2023 12:00
337,Meditation,,489,Wellbeing,21/12/2023 12:00
338,Meditation,,489,Wellbeing,22/06/2023 12:00
339,Meditation,,489,Wellbeing,29/06/2023 12:00
340,Meditation,,489,Wellbeing,06/07/2023 12:00
341,Meditation,,489,Wellbeing,13/07/2023 12:00
342,Meditation,,489,Wellbeing,20/07/2023 12:00
343,Meditation,,489,Wellbeing,27/07/2023 12:00
344,Meditation,,489,Wellbeing,03/08/2023 12:00
345,Meditation,,489,Wellbeing,10/08/2023 12:00
346,Meditation,,489,Wellbeing,17/08/2023 12:00
347,Meditation,,489,Wellbeing,24/08/2023 12:00
348,Meditation,,489,Wellbeing,31/08/2023 12:00
349,Meditation,,489,Wellbeing,07/09/2023 12:00
350,Meditation,,489,Wellbeing,14/09/2023 12:00
351,Meditation,,489,Wellbeing,21/09/2023 12:00
352,Meditation,,489,Wellbeing,28/09/2023 12:00
353,Meditation,,489,Wellbeing,05/10/2023 12:00
