Purchase ID,Event ID,Event Name,Student ID,Ticket Price,Group Member
62,14,AvSoc Airside Visit to East Midlands Airport,201606229,3000,Yes
63,12,Annual Ball,201340198,4500,No
64,17,LUUSAG goes to Pixel Bar,201518354,0,Yes
65,2,Engineering Ball 2023,201607657,4300,No
66,17,LUUSAG goes to Pixel Bar,201684871,0,Yes
67,17,LUUSAG goes to Pixel Bar,201439611,0,Yes
68,12,Annual Ball,201653859,4500,No
70,17,LUUSAG goes to Pixel Bar,201519635,0,Yes
71,49,Art Society Ball 2023,201311759,2700,Yes
72,49,Art Society Ball 2023,201571428,2700,Yes
73,12,Annual Ball,201514893,4500,No
74,2,Engineering Ball 2023,201604268,4300,No
75,12,Annual Ball,201653697,4000,Yes
76,49,Art Society Ball 2023,201662003,2700,Yes
80,53,RocSoc Summer Ball,201704230,3900,No
81,53,RocSoc Summer Ball,201704230,3900,No
83,5,THE ENGSOC BALL,201510519,3550,Yes
84,5,THE ENGSOC BALL,201601093,3550,Yes
85,53,RocSoc Summer Ball,201614054,3500,Yes
86,53,RocSoc Summer Ball,201619717,3900,No
87,12,Annual Ball,201431528,4500,No
88,2,Engineering Ball 2023,201536046,4300,No
89,53,RocSoc Summer Ball,201606862,3900,No
91,53,RocSoc Summer Ball,201692273,3900,No
92,5,THE ENGSOC BALL,201391339,3550,Yes
93,12,Annual Ball,201515259,4500,No
94,12,Annual Ball,201490624,4500,No
97,5,THE ENGSOC BALL,201412799,3850,No
98,5,THE ENGSOC BALL,201415840,3850,No
99,5,THE ENGSOC BALL,201410080,3550,Yes
100,17,LUUSAG goes to Pixel Bar,201391478,0,Yes
101,2,Engineering Ball 2023,201590089,4300,Yes
102,5,THE ENGSOC BALL,201616498,3550,Yes
103,49,Art Society Ball 2023,201515758,2700,Yes
104,12,Annual Ball,201398438,4000,Yes
105,53,RocSoc Summer Ball,201645588,3900,No
107,56,Toby Carvery,201445336,1000,Yes
108,2,Engineering Ball 2023,201531686,4300,No
109,17,LUUSAG goes to Pixel Bar,201669850,0,Yes
110,38,GYMNASTICS BALL 2023,201408140,3700,Yes
111,12,Annual Ball,201429079,4000,Yes
113,38,GYMNASTICS BALL 2023,201508310,3700,Yes
114,2,Engineering Ball 2023,201606848,4300,No
115,5,THE ENGSOC BALL,201606890,3850,No
116,55,BUCS Polo Weekend,201623652,4000,Yes
117,17,LUUSAG goes to Pixel Bar,201517784,0,Yes
118,38,GYMNASTICS BALL 2023,201406764,3700,Yes
119,5,THE ENGSOC BALL,201615297,3550,Yes
120,2,Engineering Ball 2023,201632030,4300,Yes
122,38,GYMNASTICS BALL 2023,201408140,3700,Yes
127,49,Art Society Ball 2023,ext-aff-1151:263224,3000,No
128,56,Toby Carvery,201439611,1000,Yes
129,12,Annual Ball,201605859,4000,Yes
134,56,Toby Carvery,201518354,1000,Yes
135,49,Art Society Ball 2023,201424996,3000,No
138,2,Engineering Ball 2023,201515333,4300,No
139,2,Engineering Ball 2023,201594291,4300,No
141,38,GYMNASTICS BALL 2023,201499675,3700,Yes
143,38,GYMNASTICS BALL 2023,201690724,3700,Yes
144,12,Annual Ball,201500438,4500,No
145,12,Annual Ball,201396638,4000,Yes
146,38,GYMNASTICS BALL 2023,201412339,3700,Yes
147,12,Annual Ball,201482374,4000,Yes
148,12,Annual Ball,201482374,4500,Yes
149,12,Annual Ball,201495243,4500,No
150,2,Engineering Ball 2023,201637667,4300,No
151,38,GYMNASTICS BALL 2023,201592946,3700,Yes
152,53,RocSoc Summer Ball,201653833,3500,Yes
153,5,THE ENGSOC BALL,201644037,3850,No
154,53,RocSoc Summer Ball,01003308,3900,No
155,2,Engineering Ball 2023,201677515,4300,No
156,12,Annual Ball,201325779,4000,Yes
157,49,Art Society Ball 2023,201613376,3000,No
158,12,Annual Ball,201525428,4500,No
159,2,Engineering Ball 2023,201427503,4300,No
162,2,Engineering Ball 2023,cn20cp@leeds.ac.uk,4300,No
163,12,Annual Ball,201534640,4500,No
164,2,Engineering Ball 2023,201629932,4300,No
165,2,Engineering Ball 2023,201662673,4300,No
166,12,Annual Ball,201342321,4000,Yes
167,12,Annual Ball,201419053,4000,Yes
168,12,Annual Ball,201414785,4000,Yes
169,12,Annual Ball,201496467,4500,No
170,16,Welsh Weekend 5th-7th May,201350269,500,Yes
171,16,Welsh Weekend 5th-7th May,201496364,3500,Yes
172,38,GYMNASTICS BALL 2023,ext-part-2636,3700,Yes
173,16,Welsh Weekend 5th-7th May,201401286,2000,Yes
174,12,Annual Ball,201411098,4000,Yes
175,49,Art Society Ball 2023,201593537,2700,Yes
176,12,Annual Ball,201389580,4000,Yes
177,12,Annual Ball,201305319,4000,Yes
178,55,BUCS Polo Weekend,201678678,4000,Yes
179,16,Welsh Weekend 5th-7th May,ext-part-2452,2000,Yes
180,55,BUCS Polo Weekend,201394930,4000,Yes
181,5,THE ENGSOC BALL,201542813,3850,No
182,5,THE ENGSOC BALL,201526400,3850,No
183,55,BUCS Polo Weekend,201613522,4000,Yes
184,2,Engineering Ball 2023,201440495,4300,Yes
185,12,Annual Ball,201495670,4500,No
186,2,Engineering Ball 2023,201626141,4300,No
187,2,Engineering Ball 2023,201427217,4300,No
188,12,Annual Ball,201596718,4000,Yes
189,2,Engineering Ball 2023,201409675,4300,No
190,16,Welsh Weekend 5th-7th May,201613522,2000,Yes
191,97,The Annual Engineering Ball,201642237,4300,No
192,12,Annual Ball,201444905,4500,No
193,5,THE ENGSOC BALL,201434507,3550,Yes
194,62,Lip Scrub Making Workshop,201312564,100,No
195,62,Lip Scrub Making Workshop,201359263,100,No
196,2,Engineering Ball 2023,201534416,4300,No
197,12,Annual Ball,201594910,4000,Yes
198,104,Mindful Colouring Workshop,201345939,0,No
199,2,Engineering Ball 2023,201595962,4300,No
200,38,GYMNASTICS BALL 2023,201393043,3700,Yes
201,53,RocSoc Summer Ball,00933961,3900,No
203,12,Annual Ball,201521871,4000,Yes
204,12,Annual Ball,201448326,4000,Yes
207,2,Engineering Ball 2023,201601511,4300,No
208,2,Engineering Ball 2023,201607899,4300,No
209,2,Engineering Ball 2023,201433881,4300,No
210,2,Engineering Ball 2023,201412076,4300,No
211,104,Mindful Colouring Workshop,201640135,0,No
212,12,Annual Ball,201436070,4500,No
213,12,Annual Ball,201436070,4500,No
214,2,Engineering Ball 2023,201599327,4300,No
216,49,Art Society Ball 2023,201635357,3000,No
217,2,Engineering Ball 2023,201618776,4300,Yes
218,16,Welsh Weekend 5th-7th May,201590875,2000,Yes
219,2,Engineering Ball 2023,201504224,4300,No
220,97,The Annual Engineering Ball,201593024,4300,No
221,16,Welsh Weekend 5th-7th May,201430254,2000,Yes
222,55,BUCS Polo Weekend,201632260,4000,Yes
223,53,RocSoc Summer Ball,201316838,3500,Yes
224,2,Engineering Ball 2023,201556094,4300,No
226,97,The Annual Engineering Ball,201527395,4300,No
227,104,Mindful Colouring Workshop,201678080,0,No
228,53,RocSoc Summer Ball,201522932,3500,Yes
229,62,Lip Scrub Making Workshop,201678080,100,No
230,53,RocSoc Summer Ball,201443563,3900,No
231,53,RocSoc Summer Ball,201546564,3900,No
232,104,Mindful Colouring Workshop,201606632,0,No
233,2,Engineering Ball 2023,201521957,4300,No
234,62,Lip Scrub Making Workshop,201479552,100,No
236,2,Engineering Ball 2023,201320152,4300,No
237,104,Mindful Colouring Workshop,201581222,0,No
239,62,Lip Scrub Making Workshop,201581222,100,No
241,97,The Annual Engineering Ball,mn20ca@leeds.ac.uk,4300,No
242,2,Engineering Ball 2023,201605362,4300,No
243,2,Engineering Ball 2023,201420479,4300,No
244,97,The Annual Engineering Ball,201407669,4300,No
245,97,The Annual Engineering Ball,201594310,4300,No
246,97,The Annual Engineering Ball,201597569,4300,No
247,2,Engineering Ball 2023,201511475,4300,No
248,62,Lip Scrub Making Workshop,201574037,100,No
249,49,Art Society Ball 2023,201422657,2700,Yes
250,38,GYMNASTICS BALL 2023,201503650,3700,Yes
251,97,The Annual Engineering Ball,201542863,4300,No
252,56,Toby Carvery,201391478,1000,Yes
253,5,THE ENGSOC BALL,201417726,3850,No
254,38,GYMNASTICS BALL 2023,201503650,3700,Yes
255,97,The Annual Engineering Ball,201503959,4300,No
256,2,Engineering Ball 2023,201392309,4300,No
257,2,Engineering Ball 2023,201341864,4300,No
258,62,Lip Scrub Making Workshop,201640135,100,No
259,53,RocSoc Summer Ball,201410733,3900,No
260,97,The Annual Engineering Ball,201336675,4300,No
261,2,Engineering Ball 2023,201489171,4300,No
262,2,Engineering Ball 2023,201511144,4300,Yes
263,38,GYMNASTICS BALL 2023,201391336,3700,Yes
264,97,The Annual Engineering Ball,201391336,4300,No
265,2,Engineering Ball 2023,201537409,4300,No
266,97,The Annual Engineering Ball,201558423,4300,No
267,2,Engineering Ball 2023,201407436,4300,No
268,38,GYMNASTICS BALL 2023,201586608,3700,Yes
269,2,Engineering Ball 2023,201391028,4300,No
270,2,Engineering Ball 2023,201405671,4300,Yes
271,5,THE ENGSOC BALL,201615199,3850,No
272,16,Welsh Weekend 5th-7th May,201202824,2000,Yes
273,16,Welsh Weekend 5th-7th May,201423032,2000,Yes
274,5,THE ENGSOC BALL,201628373,3850,No
275,49,Art Society Ball 2023,201343477,2700,Yes
276,53,RocSoc Summer Ball,201409272,3900,No
277,16,Welsh Weekend 5th-7th May,201347068,2000,Yes
278,104,Mindful Colouring Workshop,ext-part-2586,0,No
279,53,RocSoc Summer Ball,201509562,3900,No
280,53,RocSoc Summer Ball,201294278,3900,No
281,38,GYMNASTICS BALL 2023,201503650,3700,Yes
282,53,RocSoc Summer Ball,201311623,3500,Yes
283,104,Mindful Colouring Workshop,201672804,0,No
284,5,THE ENGSOC BALL,201589481,3550,Yes
285,38,GYMNASTICS BALL 2023,201410876,3700,Yes
286,107,Noodle Night,201681971,0,No
287,107,Noodle Night,201678073,0,No
288,107,Noodle Night,201506551,0,Yes
289,107,Noodle Night,201431998,0,Yes
290,107,Noodle Night,201606766,0,No
291,107,Noodle Night,201688572,0,No
292,107,Noodle Night,201688572,0,No
293,107,Noodle Night,201666202,0,No
294,118,Ninja Warrior!,201518354,1200,Yes
295,107,Noodle Night,201671407,0,No
296,104,Mindful Colouring Workshop,201668858,0,No
297,49,Art Society Ball 2023,201558735,3000,No
298,104,Mindful Colouring Workshop,201685833,0,No
299,107,Noodle Night,201672837,0,No
300,118,Ninja Warrior!,201509260,1200,Yes
301,56,Toby Carvery,201509260,1000,Yes
302,107,Noodle Night,201688572,0,No
303,107,Noodle Night,201688572,0,No
305,17,LUUSAG goes to Pixel Bar,201640657,0,Yes
306,17,LUUSAG goes to Pixel Bar,201449778,0,Yes
307,97,The Annual Engineering Ball,201447971,4300,No
308,56,Toby Carvery,201449778,1000,Yes
309,5,THE ENGSOC BALL,201645208,3850,No
310,12,Annual Ball,201309467,4500,No
311,107,Noodle Night,201684008,0,No
312,107,Noodle Night,201635900,0,No
313,104,Mindful Colouring Workshop,201607920,0,No
314,118,Ninja Warrior!,201498937,1200,Yes
315,120,Tour de Yorkshire Round 7 - Karting North East,201313092,4000,Yes
316,120,Tour de Yorkshire Round 7 - Karting North East,201315989,4000,Yes
317,120,Tour de Yorkshire Round 7 - Karting North East,201521664,4000,Yes
318,120,Tour de Yorkshire Round 7 - Karting North East,201534233,4000,Yes
319,120,Tour de Yorkshire Round 7 - Karting North East,201297437,4000,Yes
320,120,Tour de Yorkshire Round 7 - Karting North East,201631091,4000,Yes
321,120,Tour de Yorkshire Round 7 - Karting North East,201494093,4000,Yes
322,120,Tour de Yorkshire Round 7 - Karting North East,201677178,4000,Yes
323,120,Tour de Yorkshire Round 7 - Karting North East,201407694,4000,Yes
324,120,Tour de Yorkshire Round 7 - Karting North East,201470020,4000,Yes
325,120,Tour de Yorkshire Round 7 - Karting North East,201603524,4000,Yes
326,120,Tour de Yorkshire Round 7 - Karting North East,201312716,4000,Yes
327,120,Tour de Yorkshire Round 7 - Karting North East,201259041,4000,Yes
328,120,Tour de Yorkshire Round 7 - Karting North East,201522039,4000,Yes
329,120,Tour de Yorkshire Round 7 - Karting North East,ext-part-2275,4000,Yes
330,120,Tour de Yorkshire Round 7 - Karting North East,201447971,4000,Yes
331,120,Tour de Yorkshire Round 7 - Karting North East,201678318,4000,Yes
332,120,Tour de Yorkshire Round 7 - Karting North East,201602297,4000,Yes
333,120,Tour de Yorkshire Round 7 - Karting North East,201589712,4000,Yes
334,120,Tour de Yorkshire Round 7 - Karting North East,201398837,4000,Yes
335,120,Tour de Yorkshire Round 7 - Karting North East,201430057,4000,Yes
336,120,Tour de Yorkshire Round 7 - Karting North East,201505890,4000,Yes
337,107,Noodle Night,201555018,0,Yes
338,120,Tour de Yorkshire Round 7 - Karting North East,201609727,4000,Yes
339,117,JPSoc x EARs End of the Year Ball,201279090,3300,Yes
341,107,Noodle Night,201684171,0,No
343,107,Noodle Night,201626848,0,No
344,107,Noodle Night,201564989,0,No
345,107,Noodle Night,201672954,0,No
346,107,Noodle Night,201454651,0,No
347,107,Noodle Night,201528862,0,Yes
348,128,EARS X JPSOC End of Year Ball,201494970,3300,Yes
351,130,Colours Awards Ceremony and Afterparty,201297437,3200,Yes
352,130,Colours Awards Ceremony and Afterparty,201603524,3200,Yes
353,130,Colours Awards Ceremony and Afterparty,201534233,3200,Yes
354,130,Colours Awards Ceremony and Afterparty,201599398,3200,Yes
355,130,Colours Awards Ceremony and Afterparty,201620648,3200,Yes
356,130,Colours Awards Ceremony and Afterparty,201521664,3200,Yes
357,130,Colours Awards Ceremony and Afterparty,201407694,3200,Yes
358,107,Noodle Night,201551324,0,No
359,107,Noodle Night,201551324,0,No
360,5,THE ENGSOC BALL,201608814,3550,Yes
361,5,THE ENGSOC BALL,201501498,3850,No
362,130,Colours Awards Ceremony and Afterparty,201631091,3200,Yes
363,107,Noodle Night,201690452,0,No
364,107,Noodle Night,201691786,0,No
365,107,Noodle Night,201345939,0,No
366,107,Noodle Night,201355713,0,No
367,38,GYMNASTICS BALL 2023,201368977,3700,Yes
368,130,Colours Awards Ceremony and Afterparty,201677178,3200,Yes
369,53,RocSoc Summer Ball,201534172,3500,Yes
370,130,Colours Awards Ceremony and Afterparty,201505890,3200,Yes
371,130,Colours Awards Ceremony and Afterparty,201512782,3200,Yes
372,107,Noodle Night,201605070,0,No
373,104,Mindful Colouring Workshop,201690452,0,No
374,104,Mindful Colouring Workshop,201684227,0,No
375,130,Colours Awards Ceremony and Afterparty,201315989,3200,Yes
376,107,Noodle Night,201668744,0,No
377,130,Colours Awards Ceremony and Afterparty,201313092,3200,Yes
378,107,Noodle Night,201435663,0,No
379,5,THE ENGSOC BALL,201591257,3550,Yes
381,130,Colours Awards Ceremony and Afterparty,201494093,3200,Yes
382,107,Noodle Night,201676426,0,No
383,104,Mindful Colouring Workshop,201574037,0,No
384,53,RocSoc Summer Ball,201429591,3900,No
385,117,JPSoc x EARs End of the Year Ball,201675060,3300,Yes
386,53,RocSoc Summer Ball,201664647,3900,No
387,53,RocSoc Summer Ball,201684076,3900,No
390,120,Tour de Yorkshire Round 7 - Karting North East,201512782,4000,Yes
391,107,Noodle Night,201678080,0,No
392,56,Toby Carvery,201501462,1000,Yes
393,135,BUKC 2023 24HR,ext-part-3842,6000,Yes
394,135,BUKC 2023 24HR,ext-alumni-524:200952221,6000,Yes
396,107,Noodle Night,201679617,0,No
399,126,Swing Dancing Class May 11th,201483215,0,Yes
401,128,EARS X JPSOC End of Year Ball,201206493,3900,Yes
402,107,Noodle Night,201595905,0,No
403,130,Colours Awards Ceremony and Afterparty,ext-part-2275,3200,Yes
404,107,Noodle Night,ext-part-3291,0,No
405,107,Noodle Night,201682064,0,No
406,107,Noodle Night,201670337,0,No
407,130,Colours Awards Ceremony and Afterparty,201426001,3200,Yes
408,107,Noodle Night,201355713,0,No
411,38,GYMNASTICS BALL 2023,201511423,3700,Yes
412,107,Noodle Night,201668858,0,No
414,126,Swing Dancing Class May 11th,ext-part-2475,0,Yes
415,126,Swing Dancing Class May 11th,201574526,0,Yes
416,53,RocSoc Summer Ball,201410384,3500,Yes
419,131,Clay Shooting,201588587,2700,Yes
420,131,Clay Shooting,201523121,2700,Yes
423,131,Clay Shooting,201492245,2700,Yes
424,131,Clay Shooting,201673417,2700,Yes
425,131,Clay Shooting,201602561,2700,Yes
426,53,RocSoc Summer Ball,201690424,3500,Yes
427,107,Noodle Night,201689880,0,No
428,107,Noodle Night,201666044,0,No
429,107,Noodle Night,201692867,0,No
430,107,Noodle Night,201696670,0,No
431,107,Noodle Night,201649565,0,No
444,155,Formal Deposit,201628420,500,Yes
447,107,Noodle Night,201325647,0,No
450,53,RocSoc Summer Ball,201604248,3900,No
455,53,RocSoc Summer Ball,201621836,3900,No
456,53,RocSoc Summer Ball,ee21a2lh@leeds.ac.uk,3500,Yes
459,53,RocSoc Summer Ball,201434796,3900,No
460,131,Clay Shooting,201439799,2700,Yes
467,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201093834,10000,No
470,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201095344,10000,No
471,130,Colours Awards Ceremony and Afterparty,201510043,3200,Yes
472,49,Art Society Ball 2023,201548935,2700,Yes
473,155,Formal Deposit,201435822,500,Yes
484,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201209694,10000,No
493,163,We are back! Classes 1st-5th of May,201220081,0,Yes
494,163,We are back! Classes 1st-5th of May,201344635,0,Yes
497,163,We are back! Classes 1st-5th of May,201220081,0,Yes
501,5,THE ENGSOC BALL,201325491,3850,No
506,163,We are back! Classes 1st-5th of May,201502446,400,Yes
507,163,We are back! Classes 1st-5th of May,201502446,400,Yes
508,49,Art Society Ball 2023,201334966,2700,Yes
509,49,Art Society Ball 2023,201424859,3000,No
510,5,THE ENGSOC BALL,201436132,3550,Yes
511,53,RocSoc Summer Ball,201530386,3900,No
512,163,We are back! Classes 1st-5th of May,201327842,400,Yes
513,163,We are back! Classes 1st-5th of May,201246637,400,Yes
514,53,RocSoc Summer Ball,201581822,3900,Yes
515,131,Clay Shooting,201412400,2700,Yes
516,130,Colours Awards Ceremony and Afterparty,201516883,3200,Yes
517,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201094936,10000,No
518,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201094936,5000,No
519,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201204477,10000,No
520,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201204477,5000,No
525,163,We are back! Classes 1st-5th of May,ee20cc@leeds.ac.uk,400,Yes
530,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201202831,10000,No
531,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201202831,2500,No
532,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201091771,10000,No
533,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201091771,2500,No
546,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201290890,10000,No
547,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201290890,2500,No
556,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201201800,10000,No
558,163,We are back! Classes 1st-5th of May,201349854,400,Yes
559,5,THE ENGSOC BALL,201295227,3550,Yes
560,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201091185,10000,No
561,131,Clay Shooting,201509314,2700,Yes
562,119,"(Please don't buy grad ball tickets off this, this is last years event!)",200999539,10000,No
563,119,"(Please don't buy grad ball tickets off this, this is last years event!)",200999539,5000,No
564,163,We are back! Classes 1st-5th of May,201387678,400,Yes
565,163,We are back! Classes 1st-5th of May,201387678,400,Yes
566,163,We are back! Classes 1st-5th of May,201479990,400,Yes
567,163,We are back! Classes 1st-5th of May,201479990,400,Yes
568,163,We are back! Classes 1st-5th of May,201479990,400,Yes
569,163,We are back! Classes 1st-5th of May,201351189,600,Yes
570,163,We are back! Classes 1st-5th of May,201351189,400,Yes
571,163,We are back! Classes 1st-5th of May,201351189,400,Yes
572,163,We are back! Classes 1st-5th of May,201351189,400,Yes
573,163,We are back! Classes 1st-5th of May,201351189,400,Yes
574,163,We are back! Classes 1st-5th of May,201612169,400,Yes
576,163,We are back! Classes 1st-5th of May,201535285,400,Yes
577,163,We are back! Classes 1st-5th of May,201321613,400,Yes
578,163,We are back! Classes 1st-5th of May,ext-part-2192,400,Yes
579,155,Formal Deposit,201311742,500,Yes
580,163,We are back! Classes 1st-5th of May,201399890,400,Yes
581,163,We are back! Classes 1st-5th of May,201682812,400,Yes
582,163,We are back! Classes 1st-5th of May,ext-part-2192,400,Yes
583,163,We are back! Classes 1st-5th of May,201596640,400,Yes
584,163,We are back! Classes 1st-5th of May,201596640,400,Yes
585,163,We are back! Classes 1st-5th of May,201596640,400,Yes
586,163,We are back! Classes 1st-5th of May,201448086,400,Yes
587,163,We are back! Classes 1st-5th of May,201448086,400,Yes
588,163,We are back! Classes 1st-5th of May,201448086,400,Yes
589,163,We are back! Classes 1st-5th of May,201392339,400,Yes
590,163,We are back! Classes 1st-5th of May,201404750,400,Yes
591,163,We are back! Classes 1st-5th of May,201404750,400,Yes
592,163,We are back! Classes 1st-5th of May,201262647,400,No
593,163,We are back! Classes 1st-5th of May,201262647,400,No
595,163,We are back! Classes 1st-5th of May,201314002,400,Yes
596,163,We are back! Classes 1st-5th of May,200826221,400,Yes
597,163,We are back! Classes 1st-5th of May,200826221,400,Yes
598,5,THE ENGSOC BALL,201483379,3550,Yes
599,163,We are back! Classes 1st-5th of May,201302988,400,Yes
609,163,We are back! Classes 1st-5th of May,201409513,400,Yes
610,163,We are back! Classes 1st-5th of May,201351748,400,Yes
611,163,We are back! Classes 1st-5th of May,201351748,400,Yes
612,163,We are back! Classes 1st-5th of May,201408240,400,Yes
613,163,We are back! Classes 1st-5th of May,ext-part-1837,400,Yes
614,163,We are back! Classes 1st-5th of May,201535839,400,Yes
623,5,THE ENGSOC BALL,201302560,3850,No
624,163,We are back! Classes 1st-5th of May,201093903,400,Yes
625,163,We are back! Classes 1st-5th of May,201093903,400,Yes
626,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201098413,10000,No
627,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201097377,10000,No
628,163,We are back! Classes 1st-5th of May,201305848,400,Yes
629,163,We are back! Classes 1st-5th of May,201305848,400,Yes
630,163,We are back! Classes 1st-5th of May,201305848,400,Yes
631,163,We are back! Classes 1st-5th of May,201305848,400,Yes
632,163,We are back! Classes 1st-5th of May,201417548,400,Yes
633,163,We are back! Classes 1st-5th of May,201417548,400,Yes
634,5,THE ENGSOC BALL,201633870,3550,Yes
635,5,THE ENGSOC BALL,201605597,3550,Yes
636,5,THE ENGSOC BALL,201621284,3550,Yes
637,163,We are back! Classes 1st-5th of May,ext-part-2192,400,Yes
638,163,We are back! Classes 1st-5th of May,201333524,600,Yes
639,163,We are back! Classes 1st-5th of May,201333524,400,Yes
640,163,We are back! Classes 1st-5th of May,201333524,400,Yes
641,38,GYMNASTICS BALL 2023,201339001,3700,Yes
642,163,We are back! Classes 1st-5th of May,201419053,400,Yes
643,163,We are back! Classes 1st-5th of May,201419053,400,Yes
644,163,We are back! Classes 1st-5th of May,201419053,400,Yes
645,49,Art Society Ball 2023,201433337,2700,Yes
646,163,We are back! Classes 1st-5th of May,201598680,400,Yes
647,163,We are back! Classes 1st-5th of May,201598680,400,Yes
648,49,Art Society Ball 2023,201663177,3000,No
649,163,We are back! Classes 1st-5th of May,201298766,400,Yes
650,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201205386,2500,No
651,53,RocSoc Summer Ball,201575672,3900,No
656,163,We are back! Classes 1st-5th of May,201430336,400,Yes
657,163,We are back! Classes 1st-5th of May,201430336,400,Yes
658,163,We are back! Classes 1st-5th of May,201426651,400,Yes
659,163,We are back! Classes 1st-5th of May,201397070,400,Yes
660,163,We are back! Classes 1st-5th of May,201397070,400,Yes
661,163,We are back! Classes 1st-5th of May,201448459,400,Yes
662,163,We are back! Classes 1st-5th of May,201526173,400,Yes
663,163,We are back! Classes 1st-5th of May,201526173,400,Yes
664,163,We are back! Classes 1st-5th of May,201450376,400,Yes
665,163,We are back! Classes 1st-5th of May,201450376,400,Yes
668,163,We are back! Classes 1st-5th of May,201339258,400,Yes
669,163,We are back! Classes 1st-5th of May,201339258,400,Yes
670,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201091232,10000,No
671,163,We are back! Classes 1st-5th of May,200941852,400,Yes
672,163,We are back! Classes 1st-5th of May,201649902,400,Yes
673,163,We are back! Classes 1st-5th of May,201649902,400,Yes
674,163,We are back! Classes 1st-5th of May,201495365,400,Yes
684,163,We are back! Classes 1st-5th of May,201560905,400,Yes
695,49,Art Society Ball 2023,201542319,2700,Yes
704,117,JPSoc x EARs End of the Year Ball,201402262,3300,Yes
716,56,Toby Carvery,201640657,1000,Yes
718,126,Swing Dancing Class May 11th,ext-part-2744,0,Yes
719,128,EARS X JPSOC End of Year Ball,201670981,3900,No
720,119,"(Please don't buy grad ball tickets off this, this is last years event!)",201205721,9000,No
734,163,We are back! Classes 1st-5th of May,201514876,400,Yes
